0.000000,0.000000,0.000000,57908999999.960419,47360.000000,0.000000,108208999999.988663,35020.000000,0.000000,149595999999.994080,29780.000000,0.000000,227922999999.997437,24070.000000,0.000000,778569999999.999756,13000.000000,0.000000,1433529000000.000000,9680.000000,0.000000,2872463000000.000000,6800.000000,0.000000,4495060000000.000000,5430.000000,0.000000,
559.816543,0.903305,0.000000,57830278056.425858,2985783566.356061,0.000000,108186451240.785416,2208663026.012166,0.000000,149584201479.761597,1878264559.442230,0.000000,227917917863.478363,1518155824.681703,0.000000,778569564574.075317,819948847.067453,0.000000,1433528870927.894043,610546621.821286,0.000000,2872462967909.125488,428896398.412282,0.000000,4495059986901.111328,342486389.668793,0.000000,
2239.150600,7.225461,0.000000,57594319944.377304,5963401310.197970,0.000000,108118816497.392853,4416370533.836215,0.000000,149548808899.531494,3756203074.218958,0.000000,227902672160.549347,3036219870.176992,0.000000,778568258338.196289,1639883776.573560,0.000000,1433528483723.880127,1221083454.573778,0.000000,2872462871639.552246,857785987.299077,0.000000,4495059947605.669922,684967347.351879,0.000000,
5037.815272,24.381201,0.000000,57201726055.985222,8924800067.999372,0.000000,108006123933.502197,6622237442.613892,0.000000,149489827833.348694,5633549110.796218,0.000000,227877263560.752991,4554148501.246501,0.000000,778566081293.783203,2459816870.972407,0.000000,1433527838388.032715,1831620069.189750,0.000000,2872462711191.285645,1286675557.135039,0.000000,4495059882113.669922,1027448301.065330,0.000000,
8955.499257,57.777188,0.000000,56653496063.694412,11861914940.563490,0.000000,107848420475.624451,8825344416.807766,0.000000,149407267570.328430,7510006548.503033,0.000000,227841693179.972412,6071874018.397891,0.000000,778563033443.204712,3279747212.719445,0.000000,1433526934920.475342,2442156356.596969,0.000000,2872462486564.328613,1715565098.393927,0.000000,4495059790425.140625,1369929248.822792,0.000000,
13991.767150,112.807983,0.000000,55951027442.319580,14766734473.388386,0.000000,107645771793.652710,11024773268.474045,0.000000,149301141113.169037,9385279405.945755,0.000000,227795962580.379974,7589328730.759973,0.000000,778559114789.777100,4099673884.268144,0.000000,1433525773321.381104,3052692207.734978,0.000000,2872462197758.686523,2144454601.547831,0.000000,4495059672540.068359,1712410188.642111,0.000000,
20146.059859,194.852011,0.000000,55096113388.723778,17631318485.304081,0.000000,107398262273.632858,13219607339.059511,0.000000,149171465176.126709,11259071887.399391,0.000000,227740073770.367920,9106444958.952055,0.000000,778554325337.763550,4919595968.082342,0.000000,1433524353590.972900,3663227513.543458,0.000000,2872461844774.366211,2573344057.071295,0.000000,4495059528458.430664,2054891118.539469,0.000000,
27417.695147,309.267528,0.000000,54090940128.036568,20447815906.288486,0.000000,107105994982.799591,15408931880.570415,0.000000,149018260182.356873,13131088429.197975,0.000000,227674029204.478333,10623155037.953674,0.000000,778548665092.374023,5739512546.633428,0.000000,1433522675729.524170,4273762164.955605,0.000000,2872461427611.374023,3002233455.438945,0.000000,4495059358180.262695,2397372036.528970,0.000000,
35805.868294,461.388581,0.000000,52938083592.363113,23208482623.897514,0.000000,106769091626.854538,17591834435.945854,0.000000,148841550260.707184,15001033746.065632,0.000000,227597831783.286865,12139391319.993114,0.000000,778542134059.768555,6559422702.395013,0.000000,1433520739737.356201,4884296052.904403,0.000000,2872460946269.721191,3431122787.125482,0.000000,4495059161705.566406,2739852940.626706,0.000000,
45309.652895,656.520984,0.000000,51640505455.126053,25905699335.609539,0.000000,106387692499.537033,19767405218.474987,0.000000,148641363241.926117,16868612877.415928,0.000000,227511484853.296906,13655086177.413610,0.000000,778534732247.049438,7379325517.851748,0.000000,1433518545614.839600,5494829068.318184,0.000000,2872460400749.418945,3860012042.605525,0.000000,4495058939034.297852,3082333828.846401,0.000000,
